phase,method_slug,method_name,instance_slug,instance_name,seed,rank,candidate_id,layout_id,layout_signature,archive_entry_index,archive_key,source_generation,source_candidate_index,run_folder,archive_index_path,archive_npz_path,candidates_csv_path,storage_cells,pick_faces,interior_deep_storage_cells,interior_deep_storage_share,retrieval_penalty,retrieval_penalty_inventory,mean_depth,max_depth,largest_block_size,pick_face_density,pallet_slot_capacity,door_connectivity_index,access_anchor_connectivity_index,is_feasible,objective_vector,layout_load_status,layout_load_warning
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,4,final_rank_01_layout_008,fa8b3ae6d34a080b7f0477f81e4f7a7c987ebe2e,11,final_rank_01_layout_008,1,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,600,256,344,0.573333333,522,522,1.931666667,6,111,0.426666667,4800,1,1,,"[344,522.0,256]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,21,final_rank_01_layout_010,fc0563743447995c195c8e655d4713bfa38a660a,24,final_rank_01_layout_010,8,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,608,261,347,0.570723684,509,509,1.988486842,5,119,0.429276316,4864,1,1,,"[347,509.0,261]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,7,final_rank_01_layout_009,c31e5af53b1ab973249c91c35b02a53fe27d43b5,13,final_rank_01_layout_009,1,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,640,243,397,0.6203125,467,467,1.9296875,5,103,0.3796875,5120,1,1,,"[397,467.0,243]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,10,final_rank_01_layout_001,334779b46d5c288ee3031362a71af20db7b63dd5,1,final_rank_01_layout_001,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,680,262,418,0.614705882,524,524,1.966176471,5,207,0.385294118,5440,1,1,,"[418,524.0,262]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,11,final_rank_01_layout_002,8f2926ac3d427dac9f2e22e7dbb4782d03fe71f9,2,final_rank_01_layout_002,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,680,262,418,0.614705882,524,524,1.966176471,5,207,0.385294118,5440,1,1,,"[418,524.0,262]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,12,final_rank_01_layout_003,c3a8d798cccc0ae6137f5d1801f12286f82d75a7,3,final_rank_01_layout_003,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,680,262,418,0.614705882,524,524,1.888235294,4,181,0.385294118,5440,1,1,,"[418,524.0,262]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,13,final_rank_01_layout_004,9baad5a6d6d08df213ec54891109e23b1069a9a5,4,final_rank_01_layout_004,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,684,260,424,0.619883041,484,484,1.862573099,4,168,0.380116959,5472,1,1,,"[424,484.0,260]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,14,final_rank_01_layout_005,7ea492661f4a7d780540a41c5bfc758906148e19,5,final_rank_01_layout_005,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,684,260,424,0.619883041,484,484,1.862573099,4,168,0.380116959,5472,1,1,,"[424,484.0,260]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,15,final_rank_01_layout_006,59c55a28d53f47701301421f850890ad1de7d63b,6,final_rank_01_layout_006,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,684,260,424,0.619883041,484,484,1.862573099,4,168,0.380116959,5472,1,1,,"[424,484.0,260]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,1,16,final_rank_01_layout_007,6732d5258a9313035bead181283e041def90bbb2,7,final_rank_01_layout_007,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,684,260,424,0.619883041,484,484,1.862573099,4,168,0.380116959,5472,1,1,,"[424,484.0,260]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,2,20,final_rank_02_layout_007,5855b7a2ce0f7102686a835ce8b745d34e7270fe,23,final_rank_02_layout_007,8,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,608,261,347,0.570723684,539,539,2.039473684,5,119,0.429276316,4864,1,1,,"[347,539.0,261]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,2,2,final_rank_02_layout_006,04b9835ae17dcf7a9c8af907330db39e1d2fb2b9,22,final_rank_02_layout_006,6,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,624,252,372,0.596153846,534,534,1.956730769,5,111,0.403846154,4992,1,1,,"[372,534.0,252]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,2,6,final_rank_02_layout_001,6b741b69cafdf845076912c9118d6404ec3124cc,12,final_rank_02_layout_001,1,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,640,243,397,0.6203125,493,493,1.971875,5,103,0.3796875,5120,1,1,,"[397,493.0,243]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,2,9,final_rank_02_layout_004,3ab80a1d8e68880e815ad780c83cfc2449e7f93f,19,final_rank_02_layout_004,4,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,648,237,411,0.634259259,490,490,1.964506173,5,103,0.365740741,5184,1,1,,"[411,490.0,237]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,2,10,final_rank_02_layout_005,451b31cd7494c0e29ac39737991e84853f054397,20,final_rank_02_layout_005,4,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,648,237,411,0.634259259,490,490,1.970679012,5,103,0.365740741,5184,1,1,,"[411,490.0,237]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,2,6,final_rank_02_layout_002,67a6f4f8f954f77d80a9f7aeff15d9041dc361bd,15,final_rank_02_layout_002,3,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,680,262,418,0.614705882,576,576,2.082352941,5,207,0.385294118,5440,1,1,,"[418,576.0,262]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,2,8,final_rank_02_layout_003,0cf129bcce89e5f8a26de7d155210a53886c00dc,16,final_rank_02_layout_003,3,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,680,262,418,0.614705882,576,576,2.004411765,5,207,0.385294118,5440,1,1,,"[418,576.0,262]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,3,23,final_rank_03_layout_005,57debfbcb33569e7a9d11cf7896db530f119ad92,25,final_rank_03_layout_005,8,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,608,261,347,0.570723684,565,565,2.001644737,5,119,0.429276316,4864,1,1,,"[347,565.0,261]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,3,1,final_rank_03_layout_004,8498d8f1059034f9f144b058e7e18d5585555d05,21,final_rank_03_layout_004,6,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,624,252,372,0.596153846,562,562,2.003205128,5,111,0.403846154,4992,1,1,,"[372,562.0,252]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,3,21,final_rank_03_layout_001,08ee812bc396556b6550be0bd82f9266dcd2fe55,8,final_rank_03_layout_001,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,632,246,386,0.610759494,550,550,1.988924051,5,111,0.389240506,5056,1,1,,"[386,550.0,246]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,3,22,final_rank_03_layout_002,660d9dab711cc8220a7c4152b9d81284ad744a59,9,final_rank_03_layout_002,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,632,246,386,0.610759494,550,550,1.995253165,5,111,0.389240506,5056,1,1,,"[386,550.0,246]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,117,3,9,final_rank_03_layout_003,4fcb480805af1c3aff3bd464c714a0dc9bc119e4,14,final_rank_03_layout_003,1,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s117/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_117/candidates.csv,640,243,397,0.6203125,539,539,1.9671875,5,103,0.3796875,5120,1,1,,"[397,539.0,243]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,118,0,5,final_rank_00_layout_001,1fa9344c00a95c630e382533991ef575b2f5e6b5,2,final_rank_00_layout_001,0,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/candidates.csv,560,270,290,0.517857143,341,341,1.8375,5,119,0.482142857,4480,1,1,,"[290,341.0,270]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,118,1,18,final_rank_01_layout_004,9ee2190bb5e677e5dd6004d3c767bf39ff3449fb,17,final_rank_01_layout_004,1,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/candidates.csv,592,261,331,0.559121622,462,462,1.9375,5,119,0.440878378,4736,1,1,,"[331,462.0,261]",loaded,
p11,nsga2,proposed_nsga2_bs,KOV_WH_N_AW4,Gyorgy-KOVACS_WH_Narrow_AW_4,118,1,19,final_rank_01_layout_005,eef866e48d563b788dc6683537da31dffdbde584,18,final_rank_01_layout_005,1,,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/final_ranked_layouts_index.json,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/final_ranked_layouts.npz,revision_30seed_final_clean_run/p11/nsga2/profile__p11__nsga2__KOV_WH_N_AW4__s118/runs/Gyorgy-KOVACS_WH_Narrow_AW_4/seed_118/candidates.csv,592,261,331,0.559121622,462,462,1.944256757,5,119,0.440878378,4736,1,1,,"[331,462.0,261]",loaded,
